#,Nome do Produto,SKU,Categoria,Prioridade,Repostável,Status Post,Link do Produto,Link da Imagem,Legenda Instagram,Observações,Ordem de Postagem
18338,Boina Italiana Masculina Classic Xadrez Branco e Preto,081.00.06.143,Boina,Normal,Não,Não Postado,,,,,902
18333,Boina Italiana Masculina Classic Bege e Cáqui,081.00.06.142,Boina,Normal,Não,Não Postado,,,,,903
18323,Boina Italiana Masculina Classic Marrom Leve,081.00.06.053,Boina,Normal,Não,Não Postado,,,,,904
18318,Boina Italiana Masculina Classic Marfim Leve,081.00.06.027,Boina,Normal,Não,Não Postado,,,,,905
18313,Boina Italiana Masculina Classic Preta Leve,081.00.06.022,Boina,Normal,Não,Não Postado,,,,,906
18308,Boina Italiana Masculina Classic Veludo Azul Marinho,081.00.06.724,Boina,Normal,Não,Não Postado,,,,,907
18303,Boina Italiana Masculina Classic Preto Aveludado,081.00.06.822,Boina,Normal,Não,Não Postado,,,,,908
18292,Chapéu Aba Larga Feminino Saint Tropez,170198253671,Chapéu,Normal,Não,Não Postado,,,,,909
18267,Chapéu Feminino Dobrável de Tecido Aba Larga Azul Marinho,19613481-cor-azul-marinho,Chapéu,Normal,Não,Não Postado,,,,,910
18263,Boina Italiana Inverno Marrom,0700060178,Boina,Normal,Não,Não Postado,,,,,911
18258,Boina Masculina Inglesa Tapa Orelha Marrom Texturizado,079.00.06.178,Boina,Normal,Não,Não Postado,,,,,912
18253,Boina Masculina Italiana Trapani Mini Xadrez Branco e Preto Verão,070.00.06.143,Boina,Normal,Não,Não Postado,,,,,913
18241,Boina Inglesa Masculina Oitavada Peaky Blinders Mescla de Cinza,138.00.06.846,Boina,Normal,Não,Não Postado,,,,,914
17886,Boina Infantil Pajem Italiana Cinza,56046,Boina,Normal,Não,Não Postado,,,,,915
18232,Boina Masculina Italiana Grafite Xadrez,070006094,Boina,Normal,Não,Não Postado,,,,,916
17884,Boina Masculina Italiana Cinza Inverno,0700060846,Boina,Normal,Não,Não Postado,,,,,917
18126,Boina Masculina Liverpool Lisa Bege San Doná,038.64.09.038,Boina,Normal,Não,Não Postado,,,,,918
18179,Chapéu Social Masculino Toscana Natural,15907-natural,Chapéu,Normal,Não,Não Postado,,,,,919
18039,Boina Tradicional Feltro Masculina Preta,Boné-Tradicional-Soft---COR-22,Boina,Normal,Não,Não Postado,,,,,920
18168,Boné UV com Proteção Solar New Fit Marinho,02.01.0084019,Boné,Normal,Não,Não Postado,,,,,921
18166,Boné UV com Proteção Solar New Fit Preto,02.01.0084002,Boné,Normal,Não,Não Postado,,,,,922
18164,Boné UV com Proteção Solar New Fit Vermelho,02.01.0084032,Boné,Normal,Não,Não Postado,,,,,923
18124,Chapéu Casual com Proteção UV Creme,25246-cor-12,Chapéu,Normal,Não,Não Postado,,,,,924
18122,Chapéu Casual com Proteção UV Cáqui,25246-cor-70,Chapéu,Normal,Não,Não Postado,,,,,925
18120,Boné Infantil Baby Proteção Solar UV Azul Marinho,0201001201901,Boné,Normal,Não,Não Postado,,,,,926
18118,Boné Infantil Baby Proteção Solar UV Verde Água,0201001819001,Boné,Normal,Não,Não Postado,,,,,927
18100,Boina Masculina Italiana Trapani Marrom Claro Xadrez Verão,070.00.06.171,Boina,Normal,Não,Não Postado,,,,,928
18106,Chapéu Pork Pie Sibu Company Azul,094.14.04.024,Chapéu,Normal,Não,Não Postado,,,,,929
18101,Chapéu Pork Pie Sibu Company Verde,094.14.04.025,Chapéu,Normal,Não,Não Postado,,,,,930
18070,Chapéu Malu Palheta Copa Reta Bege,25265-creme,Chapéu,Normal,Não,Não Postado,,,,,931
18068,Chapéu Feminino Aba Longa Proteção UV Cáqui,25227-caqui,Chapéu,Normal,Não,Não Postado,,,,,932
18048,Chapéu Trilha Tecido Kaki,0390006057,Chapéu,Normal,Não,Não Postado,,,,,933
18045,Chapéu Trekking Pesca Safari Kaki - Proteção Solar UV,05010085014,Chapéu,Normal,Não,Não Postado,,,,,934
18018,Chapéu Aba Larga Palha Feminino Saint Tropez,170198733000,Chapéu,Normal,Não,Não Postado,,,,,935
18000,Chapéu Feminino Aba Longa Proteção UV Bege,25227-natural,Chapéu,Normal,Não,Não Postado,,,,,936
14610,Chapéu Country Yankee Trança Marrom,170196673810-MARROM,Chapéu,Normal,Não,Não Postado,,,,,937
17974,Boina Inglesa Masculina Oitavada Peaky Blinders Preto Aveludado,138.00.06.822,Boina,Normal,Não,Não Postado,,,,,938
17917,Boina San Doná Quepe Preta 56 cm,Boina-nikos-san-doná-preta-56,Boina,Normal,Não,Não Postado,,,,,939
17860,Boina Masculina Italiana Trapani Verde Meia-estação,070.00.06.172,Boina,Normal,Não,Não Postado,,,,,940
17874,Boina Masculina Italiana Xadrez Musgo,0700060152,Boina,Normal,Não,Não Postado,,,,,941
17861,Boina Masculina Italiana Trapani Grafite Inverno,070.00.06.854,Boina,Normal,Não,Não Postado,,,,,942
16435,Boina Couro Masculina Italiana Preta,0810011022,Boina,Normal,Não,Não Postado,,,,,943
17858,Boina Francês Azul Marinho,130114783267---Tamanho,Boina,Normal,Não,Não Postado,,,,,944
17802,Chapéu Trilha Tecido Cinza,0390006046,Chapéu,Normal,Não,Não Postado,,,,,945
17794,Viseira Esporte Athletic Dry Feminina,0801002400201,Viseira,Normal,Não,Não Postado,,,,,946
16399,Boina Masculina Liverpool Lisa Marrom San Doná,038.64.09.053,Boina,Normal,Não,Não Postado,,,,,947
17783,Chapéu Fedora Palha Aba Média,15978-cor-bege,Chapéu,Normal,Não,Não Postado,,,,,948
17782,CHAPÉU CAMPO 5 X CAFÉ,66666666666,Chapéu,Normal,Não,Não Postado,,,,,949
17768,Chapéu Aba Longa Feminino Praia Verão Preto,29754-preto,Chapéu,Normal,Não,Não Postado,,,,,950
17760,Chapéu Feminino Palheta Proteção Solar UV Caqui,25207-cor-70,Chapéu,Normal,Não,Não Postado,,,,,951
17756,Viseira Feminina Praia Aba Larga Preta,29353-preta,Viseira,Normal,Não,Não Postado,,,,,952
17744,Viseira Feminina Praia Aba Larga,29353-caqui,Viseira,Normal,Não,Não Postado,,,,,953
17733,Chapéu Feminino Palheta Proteção UV Cáqui,25234,Chapéu,Normal,Não,Não Postado,,,,,954
17582,Boina Masculina Italiana Xadrez Grafite,0700006097,Boina,Normal,Não,Não Postado,,,,,955
17666,Boina Infantil Pajem Italiana Bege,56057,Boina,Normal,Não,Não Postado,,,,,956
17584,Boina Masculina Italiana Trapani Azul Marinho Verão,070.00.06.024,Boina,Normal,Não,Não Postado,,,,,957
17581,Boina Masculina Liverpool Lisa Azul Marinho San Doná,038.64.09.024,Boina,Normal,Não,Não Postado,,,,,958
17497,Chapéu Pork Pie Sibu Company Marrom,094.14.04.053,Chapéu,Normal,Não,Não Postado,,,,,959
16352,Chapéu Panamá Original Montecristi Toquilla Azul Marinho,2111-marinho,Chapéu,Normal,Não,Não Postado,,,,,960
16398,Boina Masculina Liverpool Lisa Cinza San Doná,038.64.09.046,Boina,Normal,Não,Não Postado,,,,,961
17484,Boina Masculina Italiana Trapani Xadrez Cinza Verão,070.00.06.110,Boina,Normal,Não,Não Postado,,,,,962
17454,Boina Masculina Liverpool Lisa Vermelha San Doná,038.64.09.026,Boina,Normal,Não,Não Postado,,,,,963
17309,Boina Masculina Liverpool Lisa Preta San Doná,038.64.09.022,Boina,Normal,Não,Não Postado,,,,,964
17308,Chapéu Feminino Palheta Proteção Solar UV Bege,25208,Chapéu,Normal,Não,Não Postado,,,,,965
17369,Chapéu Proteção Solar UV Shanghai Marinho,05.02.0043.019.05,Chapéu,Normal,Não,Não Postado,,,,,966
17343,Chapéu Feminino Proteção Solar UV Bege,25200,Chapéu,Normal,Não,Não Postado,,,,,967
17310,Chapéu Feminino Palheta Copa Reta Marfim,25221,Chapéu,Normal,Não,Não Postado,,,,,968
16858,Boina Masculina Italiana Xadrez Cinza Zeppelin,Z070000923,Boina,Normal,Não,Não Postado,,,,,969
16969,Chapéu Feminino Palheta Proteção Solar UV Algas,25206,Chapéu,Normal,Não,Não Postado,,,,,970
14815,Chapéu Masculino Aba Larga Indiana Cairo Musgo Cotton,8037,Chapéu,Normal,Não,Não Postado,,,,,971
14813,Chapéu Masculino Aba Larga Indiana Cairo Mel Cotton,8037-mel,Chapéu,Normal,Não,Não Postado,,,,,972
16988,Boina Italiana Inverno Whisky,07000080138,Boina,Normal,Não,Não Postado,,,,,973
16909,Boina Masculina Italiana Xadrez Cinza Chumbo,0700006108,Boina,Normal,Não,Não Postado,,,,,974
16852,Boina Masculina Italiana Xadrez Cinza Claro Zeppelin,Z070000905,Boina,Normal,Não,Não Postado,,,,,975
16723,Boina Masculina Italiana Xadrez Cinza,Z070000904,Boina,Normal,Não,Não Postado,,,,,976
16583,Boina Masculina Italiana Pied Poule Cinza,Z070000903,Boina,Normal,Não,Não Postado,,,,,977
16584,Boina Masculina Italiana Xadrez Chumbo,Z070000902,Boina,Normal,Não,Não Postado,,,,,978
16575,Boina Masculina Italiana Trapani Listrada Verde Verão,070.00.06.159,Boina,Normal,Não,Não Postado,,,,,979
16576,Boina Masculina Italiana Trapani Listrada Preta Verão,070.00.06.160,Boina,Normal,Não,Não Postado,,,,,980
16577,Boina Masculina Italiana Trapani Xadrez Whisky Verão,070.00.06.162,Boina,Normal,Não,Não Postado,,,,,981
16572,Boina Masculina Italiana Xadrez Cinza Claro,0700006107,Boina,Normal,Não,Não Postado,,,,,982
16578,Boina Masculina Italiana Xadrez Branca e Cinza,Z070000901,Boina,Normal,Não,Não Postado,,,,,983
16504,Boina Italiana Masculina Texturizada Preta,0700006073,Boina,Normal,Não,Não Postado,,,,,984
16503,Boina Italiana Masculina Xadrez Cinza III,0700006104,Boina,Normal,Não,Não Postado,,,,,985
16397,Chapéu Feminino Panamá Original Palheta,2216,Chapéu,Normal,Não,Não Postado,,,,,986
16487,Chapéu Panamá Original Montecristi Toquilla Bege - Fita Preta,2111-bege-fita-preta,Chapéu,Normal,Não,Não Postado,,,,,987
16466,Boné Proteção Solar UV Preto,BN008,Boné,Normal,Não,Não Postado,,,,,988
14570,Chapéu Shanghai Proteção Solar UV,0502004306406,Chapéu,Normal,Não,Não Postado,,,,,989
16445,Chapéu com Proteção Solar Linha Premium Jeans UV Toronto,0501011500501,Chapéu,Normal,Não,Não Postado,,,,,990
16142,Chapéu Panamá Original Montecristi Toquilla Bege,2113,Chapéu,Normal,Não,Não Postado,,,,,991
16440,Chapéu Panamá Montecristi Original Toquilla Vero Mafim,2111,Chapéu,Normal,Não,Não Postado,,,,,992
16378,Chapéu Praia Feminino Floppy Preto Verão,29737-preto,Chapéu,Normal,Não,Não Postado,,,,,993
16351,Chapéu Panamá Original Montecristi Toquilla Vermelho,2111-vermelho,Chapéu,Normal,Não,Não Postado,,,,,994
16384,Chapéu Proteção Solar UV Marrom Renne,15864-marrom,Chapéu,Normal,Não,Não Postado,,,,,995
16314,Chapéu Feminino Dobrável Praia Rafia Crochet,196135033315,Chapéu,Normal,Não,Não Postado,,,,,996
16315,Chapéu Panamá Original Montecristi Toquilla Tabaco,2111-tabaco,Chapéu,Normal,Não,Não Postado,,,,,997
16240,Chapéu Aba Larga Feltro Australiano Marrom,7017,Chapéu,Normal,Não,Não Postado,,,,,998
16211,Chapéu Proteção Solar UV Renne Marfim,15864-Marfim,Chapéu,Normal,Não,Não Postado,,,,,999
16079,Chapéu de Feltro Aba Média Macio Tabaco,14085-marrom-escuro,Chapéu,Normal,Não,Não Postado,,,,,1000
16141,Chapéu Panamá Original Montecristi Toquilla Marrom,2112,Chapéu,Normal,Não,Não Postado,,,,,1001
16126,Chapéu Panamá Original Montecristi Toquilla Azul,2111-azul,Chapéu,Normal,Não,Não Postado,,,,,1002
16128,Chapéu Panamá Original Montecristi Toquilla Goiaba,2111-Goiaba,Chapéu,Normal,Não,Não Postado,,,,,1003
16127,Chapéu Panamá Original Montecristi Toquilla Verde,2111-verde,Chapéu,Normal,Não,Não Postado,,,,,1004
16143,Chapéu Panamá Original Montecristi Toquilla Aba Larga Marfim,2114,Chapéu,Normal,Não,Não Postado,,,,,1005
16108,Chapéu Pork Pie Aba Curta Preto,1601179933601,Chapéu,Normal,Não,Não Postado,,,,,1006
16107,Chapéu Pork Pie Marrom Aba curta,1601179932741,Chapéu,Normal,Não,Não Postado,,,,,1007
16105,Chapéu Masculino Marsin Cairo Amarelo,175126243315,Chapéu,Normal,Não,Não Postado,,,,,1008
16074,Chapéu Feminino Clochê Vintage Nancy Preto,140194063360,Chapéu,Normal,Não,Não Postado,,,,,1009
16072,Boina Inverno Masculina Xadrez Marrom,070000800139,Boina,Normal,Não,Não Postado,,,,,1010
16052,Boina Masculina Italiana Xadrez Preta,0700006100,Boina,Normal,Não,Não Postado,,,,,1011
16047,Boina de Frio Masculina Azul,07000080724,Boina,Normal,Não,Não Postado,,,,,1012
16034,Boina Couro Masculina Marrom,082001128,Boina,Normal,Não,Não Postado,,,,,1013
16022,Chapéu Feminino Aba Larga Floppy Cáqui,14145,Chapéu,Normal,Não,Não Postado,,,,,1014
15989,Boina Feminina Vermelha Oito Gomos,077000602245,Boina,Normal,Não,Não Postado,,,,,1015
15971,Chapéu Feminino Clochê Sofia Bege,140193783671,Chapéu,Normal,Não,Não Postado,,,,,1016
15970,Chapéu Feminino Macio Aba Média Eloah Preto,140194103360,Chapéu,Normal,Não,Não Postado,,,,,1017
15966,Chapéu Fedora Feminino Macio Aba Média Suede Bege,110123283671,Chapéu,Normal,Não,Não Postado,,,,,1018
15965,Chapéu Floppy Castor Aba Larga Camila,140193923672,Chapéu,Normal,Não,Não Postado,,,,,1019
15964,Chapéu Floppy Vinho Aba Larga Camila,140193923511,Chapéu,Normal,Não,Não Postado,,,,,1020
14584,Chapéu Estilo Panamá Aba Larga Fita Bege,15884-cáqui,Chapéu,Normal,Não,Não Postado,,,,,1021
15092,Chapéu Fedora Tecido Aba Curta Nylon Flex,175101283501,Chapéu,Normal,Não,Não Postado,,,,,1022
15942,Boina Infantil Baby Cinza,54098,Boina,Normal,Não,Não Postado,,,,,1023
15940,Boina Infantil George Cinza,56098,Boina,Normal,Não,Não Postado,,,,,1024
15938,Boina Infantil Bebê Branca,54023,Boina,Normal,Não,Não Postado,,,,,1025
15920,Boina Italiana Masculina Couro Vacum Marrom,081.00.10.028,Boina,Normal,Não,Não Postado,,,,,1026
15904,Boina Italiana Masculina Pied de Poule Bege,0700006116,Boina,Normal,Não,Não Postado,,,,,1027
15903,Boina Italiana Inverno Tweed Mescla Marrom,0700008032,Boina,Normal,Não,Não Postado,,,,,1028
15894,Boina Liverpool Street Bege San Doná,095.64.09.038,Boina,Normal,Não,Não Postado,,,,,1029
15888,Boina Couro Masculina Italiana Bege,081001128,Boina,Normal,Não,Não Postado,,,,,1030
15889,Boina Couro Masculina Italiana Whisky,0810011029,Boina,Normal,Não,Não Postado,,,,,1031
15876,Chapéu Fernando e Sorocaba Country Madri Preto,196155273360,Chapéu,Normal,Não,Não Postado,,,,,1032
15673,Chapéu Palha Ventilado Aba Larga Nevada,15929,Chapéu,Normal,Não,Não Postado,,,,,1033
14662,Chapéu Masculino Trecking Pesca Safari Chumbo - Proteção Solar UV,0501005801807,Chapéu,Normal,Não,Não Postado,,,,,1034
15843,Chapéu Panamá Preto Original Montecristi Toquilla,2111-preto,Chapéu,Normal,Não,Não Postado,,,,,1035
15837,Boina Masculina Xadrez Pied de Poule Cinza,0700006120,Boina,Normal,Não,Não Postado,,,,,1036
15827,Boina Masculina Xadrez Pied de Poule Bege,0700006142,Boina,Normal,Não,Não Postado,,,,,1037
15806,Boina Masculina Xadrez Príncipe de Gales,0700006148,Boina,Normal,Não,Não Postado,,,,,1038
15805,Boina Jeans Masculina,0700006044,Boina,Normal,Não,Não Postado,,,,,1039
15760,Chapéu Fedora Feminino Aba Curta Lívia,25861,Chapéu,Normal,Não,Não Postado,,,,,1040
15770,Viseira Praia Feminina Preta,29339-preta,Viseira,Normal,Não,Não Postado,,,,,1041
15704,Viseira Praia Feminina Azul Marinho,29339,Viseira,Normal,Não,Não Postado,,,,,1042
15703,Viseira Corrida Esportiva Cinza,29315,Viseira,Normal,Não,Não Postado,,,,,1043
15705,Boné Proteção Solar UV New Fit Verde,0201001643301,Boné,Normal,Não,Não Postado,,,,,1044
15759,Chapéu Praia Floppy Feminino Ibiza,25868,Chapéu,Normal,Não,Não Postado,,,,,1045
15706,Chapéu Praia Feminino Proteção UV Fernanda Areia,25161-Areia,Chapéu,Normal,Não,Não Postado,,,,,1046
15708,Chapéu Praia Feminino Proteção UV Fernanda Caqui,25161-caqui,Chapéu,Normal,Não,Não Postado,,,,,1047
15709,Chapéu Praia Feminino Proteção UV Fernanda Marrom,25161-marrom,Chapéu,Normal,Não,Não Postado,,,,,1048
15713,Chapéu de Praia Feminino Letícia Branco,29744-marfim,Chapéu,Normal,Não,Não Postado,,,,,1049
15710,Chapéu Praia Feminino Proteção UV Fernanda Preto,25161-preto,Chapéu,Normal,Não,Não Postado,,,,,1050
14443,Chapéu Panamá Original Cuenca,2104,Chapéu,Normal,Não,Não Postado,,,,,1051
15707,Chapéu de Praia Feminino Dobrável Bege,29741,Chapéu,Normal,Não,Não Postado,,,,,1052
15711,Chapéu Praia Feminino Floppy Azul Marinho Verão,29737-marinho,Chapéu,Normal,Não,Não Postado,,,,,1053
15758,Chapéu de Praia Feminino Proteção UV Bege,25167-bege,Chapéu,Normal,Não,Não Postado,,,,,1054
15747,Chapéu de Praia Feminino Proteção UV Marfim,25167,Chapéu,Normal,Não,Não Postado,,,,,1055
15748,Chapéu Máfia Marrom Masculino Casablanca,14083-marrom,Chapéu,Normal,Não,Não Postado,,,,,1056
15714,Chapéu de Praia Feminino Proteção UV Marrom,25159,Chapéu,Normal,Não,Não Postado,,,,,1057
15725,Chapéu Panamá Original Bege Leblon,21106,Chapéu,Normal,Não,Não Postado,,,,,1058
15700,Boina Masculina Feltro Marrom Nikos,19402-marrom,Boina,Normal,Não,Não Postado,,,,,1059
15715,Boina Feminina Tecido Belamina Xadrez Cinza II,06300060118,Boina,Normal,Não,Não Postado,,,,,1060
15712,Chapéu de Praia Feminino Letícia Caramelo,29744-caramelo,Chapéu,Normal,Não,Não Postado,,,,,1061
14878,Chapéu Praia Feminino Floppy Bege Verão,29737-bege,Chapéu,Normal,Não,Não Postado,,,,,1062
14879,Chapéu Praia Feminino Floppy Caramelo Verão,29737-caramelo,Chapéu,Normal,Não,Não Postado,,,,,1063
14596,Chapéu Fedora Johnny Cinza,110112933067-,Chapéu,Normal,Não,Não Postado,,,,,1064
14699,Chapéu Fedora Extra Macio Manoel Cinza,110112983067,Chapéu,Normal,Não,Não Postado,,,,,1065
14521,Boina Feltro Inácio Preta,19401-preta,Boina,Normal,Não,Não Postado,,,,,1066
14848,Chapéu Fedora Social Miguel Chumbo,7044-chumbo,Chapéu,Normal,Não,Não Postado,,,,,1067
15625,Chapéu Panamá Aba Média Legítimo,11080,Chapéu,Normal,Não,Não Postado,,,,,1068
15588,Chapéu Feminino Monet de Feltro Preto,140193863360,Chapéu,Normal,Não,Não Postado,,,,,1069
15522,Boina Italiana Masculina Lisa Bege,0700006057,Boina,Normal,Não,Não Postado,,,,,1070
14566,Boina Masculina Italiana Trapani Marrom Verão,070.00.06.053,Boina,Normal,Não,Não Postado,,,,,1071
14545,Chapéu de Feltro Marrom Aba Média Macio,14085-marrom,Chapéu,Normal,Não,Não Postado,,,,,1072
15445,Boina Masculina Tecido Leve Bege,19403-bege,Boina,Normal,Não,Não Postado,,,,,1073
15444,Chapéu Carioca Aba Curta Bege,15891-bege,Chapéu,Normal,Não,Não Postado,,,,,1074
15441,Chapéu Máfia Cáqui Masculino Casablanca,14083-caqui,Chapéu,Normal,Não,Não Postado,,,,,1075
15440,Chapéu Máfia Preto Masculino Casablanca,14083-preto,Chapéu,Normal,Não,Não Postado,,,,,1076
15412,Boné Aba Curva Polo Tedy Vermelho,1605389,Boné,Normal,Não,Não Postado,,,,,1077
15413,Boné Aba Reta New York Run Preto,1701461,Boné,Normal,Não,Não Postado,,,,,1078
15359,Boné Aba Reta Snapback OC Golden Pray Preto,1608421,Boné,Normal,Não,Não Postado,,,,,1079
15403,Boné Aba Reta Chicago Run Vermelho,1701462,Boné,Normal,Não,Não Postado,,,,,1080
15402,Chapéu Bucket Hat Sky Marinho,1701465,Chapéu,Normal,Não,Não Postado,,,,,1081
15401,Chapéu Bucket Hat Wind Vermelho,1610444,Chapéu,Normal,Não,Não Postado,,,,,1082
15400,Boné Feminino Aba Curva Dad Hat Hortus,1701468,Boné,Normal,Não,Não Postado,,,,,1083
15399,Boné Infantil Aba Reta OC Pray Vinho,1612455,Boné,Normal,Não,Não Postado,,,,,1084
15398,Boné Aba Curva OC Dad Hat Absolute,1702472,Boné,Normal,Não,Não Postado,,,,,1085
15397,Boné Aba Curva OC Pegasus,1607404,Boné,Normal,Não,Não Postado,,,,,1086
15396,Boné Infantil Aba Reta OC Nyc Red,1612452,Boné,Normal,Não,Não Postado,,,,,1087
15393,Boné Aba Curva Dad Hat Chev Vinho,1704481,Boné,Normal,Não,Não Postado,,,,,1088
15391,Boné Aba Curva Dad Hat Boom Cinza,1704479,Boné,Normal,Não,Não Postado,,,,,1089
15378,Chapéu Fedora Aba curta Johny Poker Cinza Níquel,110126153043,Chapéu,Normal,Não,Não Postado,,,,,1090
15363,Boné Aba Reta Snapback OC Los Angeles,1701463,Boné,Normal,Não,Não Postado,,,,,1091
15362,Boné Aba Reta Snapback OC Brooklyn,1701460,Boné,Normal,Não,Não Postado,,,,,1092
15361,Boné Aba Reta Snapback OC T-Rex,1607411,Boné,Normal,Não,Não Postado,,,,,1093
15360,Boné Aba Reta Snapback OC Originals,1602349,Boné,Normal,Não,Não Postado,,,,,1094
15357,Boné Aba Curva Snapback NYC Marinho,1504284,Boné,Normal,Não,Não Postado,,,,,1095
15354,Boné Aba Reta Camurça OC Dunke,1603356,Boné,Normal,Não,Não Postado,,,,,1096
14839,Boina Feminina Tecido Belamina Xadrez Cinza,0630006119,Boina,Normal,Não,Não Postado,,,,,1097
15341,Boina Francesa de Feltro Vinho,19413-vinho,Boina,Normal,Não,Não Postado,,,,,1098
15329,Boina Masculina Tecido Leve Preta,19403,Boina,Normal,Não,Não Postado,,,,,1099
15321,Boné Infantil Baby Proteção UV Rosa,0201001802701,Boné,Normal,Não,Não Postado,,,,,1100
15314,Chapéu Pork Pie Sibu Company Chumbo,094.14.04.046,Chapéu,Normal,Não,Não Postado,,,,,1101
15308,Boné Proteção Solar UV New Fit Preto,0201001616701,Boné,Normal,Não,Não Postado,,,,,1102
15309,Boné Proteção Solar UV New Fit Marinho,0201001627401,Boné,Normal,Não,Não Postado,,,,,1103
15310,Boné Proteção Solar UV New Fit Gelo,0201001635601,Boné,Normal,Não,Não Postado,,,,,1104
14573,Chapéu Classic Ráfia,15851,Chapéu,Normal,Não,Não Postado,,,,,1105
15181,Chapéu de Cavalgada Masculino Copa Ventilada,15896,Chapéu,Normal,Não,Não Postado,,,,,1106
15293,Chapéu Pork Pie Sibu Company Preto,094.14.04.022,Chapéu,Normal,Não,Não Postado,,,,,1107
14972,Chapéu Pork Pie Sibu Company Areia,094.14.04.027,Chapéu,Normal,Não,Não Postado,,,,,1108
15289,Boné Infantil Baby Proteção UV Azul,0201001813801,Boné,Normal,Não,Não Postado,,,,,1109
15288,Chapéu Praia Infantil Califórnia Proteção Solar UV Branco,0501001300101,Chapéu,Normal,Não,Não Postado,,,,,1110
15182,Boina Italiana Masculina Pied de Poule,0700006115,Boina,Normal,Não,Não Postado,,,,,1111
15277,Chapéu Feminino Monet de Feltro Vermelho,140193863615,Chapéu,Normal,Não,Não Postado,,,,,1112
15184,Boina Masculina Italiana Xadrez Preto,550100,Boina,Normal,Não,Não Postado,,,,,1113
15252,Chapéu Feminino Clochê Vanessa Preto,140113903360,Chapéu,Normal,Não,Não Postado,,,,,1114
15183,Boina Masculina Italiana Trapani Cinza Verão,070.00.06.046,Boina,Normal,Não,Não Postado,,,,,1115
15209,Chapéu Masculino Feltro Django Bege,14129-bege,Chapéu,Normal,Não,Não Postado,,,,,1116
14535,Chapéu Panamá Original Aba Média Romeu,11064,Chapéu,Normal,Não,Não Postado,,,,,1117
15208,Chapéu Fedora Aba Curta Algas Marinhas,15920,Chapéu,Normal,Não,Não Postado,,,,,1118
15205,Chapéu Masculino Feltro Django Preto,14129-preto,Chapéu,Normal,Não,Não Postado,,,,,1119
15185,Boina Italiana Tweed Listra Marrom,0700008053,Boina,Normal,Não,Não Postado,,,,,1120
15189,Chapéu Feminino Monet de Feltro Marinho,140193863222,Chapéu,Normal,Não,Não Postado,,,,,1121
15190,Chapéu Feminino Monet de Feltro Marfim,140193863315,Chapéu,Normal,Não,Não Postado,,,,,1122
15186,Boina Masculina Italiana Listra Chumbo,0700006102,Boina,Normal,Não,Não Postado,,,,,1123
15176,Viseira Feminina Saint Tropez Branca - Proteção Solar UV,0802000129401,Viseira,Normal,Não,Não Postado,,,,,1124
15174,Viseira Feminina Brunei Preta com Proteção Solar UV,0803000100201,Viseira,Normal,Não,Não Postado,,,,,1125
15172,Viseira Feminina Brunei Whisky com Proteção Solar UV,080300134401,Viseira,Normal,Não,Não Postado,,,,,1126
15101,Boina Italiana Classic Baby Caqui,098.00.06.057,Boina,Normal,Não,Não Postado,,,,,1127
15106,Boina Feminina De Tecido Belamina Caqui,58035,Boina,Normal,Não,Não Postado,,,,,1128
15105,Boina Feminina De Tecido Belamina Preta,58022,Boina,Normal,Não,Não Postado,,,,,1129
14903,Chapéu Feminino Mikonos Marfim - Proteção Solar UV,0502003500101,Chapéu,Normal,Não,Não Postado,,,,,1130
15066,Boné Masculino Proteção Solar UV Athletic Dry Marinho,0201000301901,Boné,Normal,Não,Não Postado,,,,,1131
15048,Chapéu Feminino Clochê Sofia Rosê,140193783973,Chapéu,Normal,Não,Não Postado,,,,,1132
15062,Boné Proteção Solar UV Athletic Dry Preto,0201000300201,Boné,Normal,Não,Não Postado,,,,,1133
15015,Chapéu Fedora Feminino Milena Dourado,25848,Chapéu,Normal,Não,Não Postado,,,,,1134
15017,Viseira Feminina Esportiva Areia,29318,Viseira,Normal,Não,Não Postado,,,,,1135
15041,Viseira Ipanema Gelo - Proteção Solar UV,0801001501101-gelo,Viseira,Normal,Não,Não Postado,,,,,1136
15042,Viseira Ipanema Marinho - Proteção Solar UV,0801001501901,Viseira,Normal,Não,Não Postado,,,,,1137
15043,Chapéu Feminino Floppy Praia Bege,29743,Chapéu,Normal,Não,Não Postado,,,,,1138
15016,Viseira Corrida Esportiva Azul Marinho,29315-marinho,Viseira,Normal,Não,Não Postado,,,,,1139
15018,Viseira Corrida Esportiva Preta,29315-preta,Viseira,Normal,Não,Não Postado,,,,,1140
15019,Viseira Feminina Palha com Proteção Solar,29335,Viseira,Normal,Não,Não Postado,,,,,1141
15014,Chapéu Panamá Feminino Alice Bege,21090,Chapéu,Normal,Não,Não Postado,,,,,1142
15026,Boné Infantil Legionário Azul - Proteção Solar UV,02.030015,Boné,Normal,Não,Não Postado,,,,,1143
15025,Boné Infantil Legionário Rosa - Proteção Solar UV,02030015,Boné,Normal,Não,Não Postado,,,,,1144
15023,Boné Infantil McQueen - Proteção Solar Uv,02010036,Boné,Normal,Não,Não Postado,,,,,1145
15024,Boné Proteção Solar UV Athletic Dry Chumbo,0201003,Boné,Normal,Não,Não Postado,,,,,1146
15021,Chapéu Praia Feminino Floppy Marrom Verão,29737-marrom,Chapéu,Normal,Não,Não Postado,,,,,1147
15020,Chapéu Praia Feminino Floppy Vermelho Verão,29737-vermelho,Chapéu,Normal,Não,Não Postado,,,,,1148
